"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:39Ff1SjrsDP7CbEOefy8yu","Pichkari No-1","spotify:artist:6GArmzvHNedL168TAqWEED","Amresh Chhotu","spotify:album:3RX7f4glLmXZnGKzWk78iH","Pichkari No-1","spotify:artist:6GArmzvHNedL168TAqWEED","Amresh Chhotu","2022-12-19","https://i.scdn.co/image/ab67616d0000b27348e072c2ebf58cb06a3a84fa","1","1","200751","","false","0","INS7A2310084","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:16dsGUFc6IF1A2L9tq1Cni","잠자리","spotify:artist:1W8cDoqWbmovusGp27bHFp","Five Sense","spotify:album:3e10GHenB2sVijhfOeLNsG","즐거운 동요나라","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-12-16","https://i.scdn.co/image/ab67616d0000b2737991c842d9e44912743f1641","1","6","113359","","false","0","KRA341742710","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5ROWWyQCPrpbygf4C0ZqgT","Angel Baby","spotify:artist:0nQWCT2kM2EkU2Eqmlu5rp","Latonia","spotify:album:6FXuoXfYywIyxHcYMXqFYn","As It Was","spotify:artist:0nQWCT2kM2EkU2Eqmlu5rp","Latonia","2024-03-18","https://i.scdn.co/image/ab67616d0000b273e11febda80d2a74ac85ed730","1","1","171102","","false","0","QZHN72411642","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:153eaPdH67xJBFOBhWiXOR","Harem","spotify:artist:6E8e1FHvVEe60NgNFxE3rL","Syko","spotify:album:4XbIvzHjl7O5KpgKrI0qcf","PLANET SYKO","spotify:artist:6E8e1FHvVEe60NgNFxE3rL","Syko","2019-04-26","https://i.scdn.co/image/ab67616d0000b273acc6282cb43d4cd71c23a49f","1","4","184725","https://p.scdn.co/mp3-preview/fe806c0e56301eacf0cb7692c89085be5f6a26d6?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZDA61949520","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2jAQmBOMxeRiwLlDrvYuFB","ความฝัน(การเดินทาง)","spotify:artist:7rrMeSOlthW6jYVYg89WzM","เพลงยามเช้าที่สงบ เพลงประกอบ","spotify:album:6szcntF3XhBDqkSiZBtOh5","มีีชีวิตชีวา(การเดินทาง)","spotify:artist:7rrMeSOlthW6jYVYg89WzM","เพลงยามเช้าที่สงบ เพลงประกอบ","2021-06-11","https://i.scdn.co/image/ab67616d0000b273e7d95431f77b5d25d8fef115","1","6","129009","","false","0","QZL9X9329715","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:091f763wNnA7ixupX1AJ9r","Chhath Ke Barat Hola Khas - Bhojpuri","spotify:artist:0hoKv2nh8uKU3aBMJJqmVT","Bhumin Singh","spotify:album:4fsLo8TmcJWZbGykx7kJFn","Chhath Ke Barat Hola Khas (Bhojpuri)","spotify:artist:0hoKv2nh8uKU3aBMJJqmVT","Bhumin Singh","2022-10-26","https://i.scdn.co/image/ab67616d0000b273f8fcb4c704f20685b2a222ff","1","1","248379","https://p.scdn.co/mp3-preview/fc515ceaba18796c888a5af8ba6a36267a05226b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INS7A2262031","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4cUXmYwMkR31x5j317XUsz","Iraq","spotify:artist:48GwAA4ZIbxHf2btbcnMsC, spotify:artist:0ijWepKHu6SMETAF1eokZ6","Hunch, 908k","spotify:album:5blLRXNTkx5SnL0QpmkPFa","Vancouver Vice","spotify:artist:48GwAA4ZIbxHf2btbcnMsC, spotify:artist:0ijWepKHu6SMETAF1eokZ6","Hunch, 908k","2023-06-18","https://i.scdn.co/image/ab67616d0000b27371c0aa1f3b3d2da830900282","1","3","141099","https://p.scdn.co/mp3-preview/dc8ef03555b29cc13a74bc8508a343027c22ffec?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZMEP2304441","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0DmSU6UzIhBlLbrwZ1OPR9","Maamalai Meethinilae","spotify:artist:2lZVlkkCIGaqRLrRDNzV5p, spotify:artist:6vtPURTzwDQ18DqBaYMFoz, spotify:artist:0UJlss27FcFByFfUEfKP7M","Jolly Abraham, J.F. Sakthi Victor, Vincent Samuvel","spotify:album:6FHMFeGJl4z6EGw0hbijdk","Maamalai Meethinilae","spotify:artist:6vtPURTzwDQ18DqBaYMFoz, spotify:artist:0UJlss27FcFByFfUEfKP7M","J.F. Sakthi Victor, Vincent Samuvel","2021-12-22","https://i.scdn.co/image/ab67616d0000b273908e4cf0a0cb74f649b1b8b1","1","1","336040","https://p.scdn.co/mp3-preview/3e8aed37f589b616a2c40153970813c2830b422d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","IND292104395","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0dCGn95MKxdRyYhu8uMsdV","Girl Why'd You Run Away","spotify:artist:0vxTzepVgUX4iqyCkvaIva","Matt Pryor","spotify:album:5DBdF9kvm4DGbEGqj2RzKY","Friends","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2014-02-25","https://i.scdn.co/image/ab67616d0000b273374796d4b6bfca3c641ef9bc","1","10","142400","https://p.scdn.co/mp3-preview/ea03beea3934596e8b542490798bd7a33465ae34?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","TCACD1539576","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5jQawwpynOh77w4inXpKZo","Tuck It","spotify:artist:69jetPJpQ1qiD5sYOwQjDw","Thelem","spotify:album:6OgU5nywEYGus1PtJrZhUS","Third Time Lucky: EP","spotify:artist:69jetPJpQ1qiD5sYOwQjDw","Thelem","2018-08-03","https://i.scdn.co/image/ab67616d0000b27323d4ed21208fdc9d5a1d6837","1","3","204477","https://p.scdn.co/mp3-preview/2f4cdbf705069a19d52b8676f3a7a52dc2bc5da7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","USA2P1850324","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2xeZn4xBlbozKXP4nxRO1w","Sunday Sunrise","spotify:artist:2UxjiPpWHNc2txHrYy5EF3","The Hit Co.","spotify:album:0S31jf74m5g50SBsQXgWPc","The Instrumental Country Collection, Vol. 47","spotify:artist:2UxjiPpWHNc2txHrYy5EF3","The Hit Co.","2013-05-14","https://i.scdn.co/image/ab67616d0000b273c6faff1ca82ccf37c1aeacc1","1","10","166133","https://p.scdn.co/mp3-preview/8eb2e296541224367cd4d58572200d3ee9c6ad78?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USPSU1250032","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2h9Mgm0I0fTgHjYcgNPP8L","Tengo El Flow - Remix","spotify:artist:07QiP26FGVRQaCVnGzRK0A, spotify:artist:1dVgpW0aoVKWggWYpGegIi, spotify:artist:03BIlwVqnbDl3e3XI75DJC, spotify:artist:2AwjdMC73i2FYJwbnKqqVp","Yancarlo Malagueta, Jay La Presencia, La Mandarina rd, Ariel El Dollar","spotify:album:5U5fGA0UkY6XWNXix4j7ly","Tengo El Flow (Remix)","spotify:artist:07QiP26FGVRQaCVnGzRK0A","Yancarlo Malagueta","2023-01-03","https://i.scdn.co/image/ab67616d0000b273622d034d467e93973d4a6dfd","1","1","214807","https://p.scdn.co/mp3-preview/0b8785e212254521794fc3e90ebb25149e6c7aff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZFZ72345855","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:65k6KgGJ6tIjoIaCqzBKrg","Wicked Morning Coffee Rejuvenations","spotify:artist:1s3i399HWC25PtavPE7pGJ","Música Tranquila para Bares","spotify:album:7BxJfbpBq9QazAqmkf4vlC","Music for Groggy Monday","spotify:artist:1s3i399HWC25PtavPE7pGJ","Música Tranquila para Bares","2023-08-14","https://i.scdn.co/image/ab67616d0000b273fdf5d9891fd20cac01a1b261","1","5","152601","","false","0","QZL9X6319304","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4uM34hPrnm2nZn8oSXOZWx","Sereno (Masaje Spa)","spotify:artist:6vEtCfsJ8LnqxnXJPr4Ici","Masaje Música Lujo","spotify:album:2tXPFedGh12sMF1YsZKEGa","Relajacion (Burbujeante)","spotify:artist:6vEtCfsJ8LnqxnXJPr4Ici","Masaje Música Lujo","2021-11-01","https://i.scdn.co/image/ab67616d0000b273b4d2c93e8f01780a484797fe","1","4","176007","","false","0","QZFQ56368083","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5i0LTR0NK1A5PbTfDCByYC","So Long","spotify:artist:6jrfqqmQha5Y40qyKfh55l, spotify:artist:4f8ZtBW2eLwHcq36Alv23r","ChiicoDank, Humble Poet Wild","spotify:album:1kKKTMOVWX0qXPVObRxGBL","G.O.I.G.U.T.I. 5","spotify:artist:6jrfqqmQha5Y40qyKfh55l","ChiicoDank","2023-03-22","https://i.scdn.co/image/ab67616d0000b2730cce2fed8e931589283d49bd","1","8","190093","https://p.scdn.co/mp3-preview/fb9e74790132992562763fdf9f1a5789f56e56a9?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZHN42305687","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6PGnRDba8WGQGZa02p9uoB","Budet bunt","spotify:artist:2V5HQ2UXYarz1LBJ2lAANk, spotify:artist:1yRk0p4CxyWmSeRXO4ikDi, spotify:artist:5n5EZpZL48WiIEsIDZaqGL","Varchun, Rokki Roketto, Spartsmen","spotify:album:50QsVAI3tgSXwTvYg1X4y0","XXXIII","spotify:artist:2V5HQ2UXYarz1LBJ2lAANk","Varchun","2012-12-19","https://i.scdn.co/image/ab67616d0000b2739e6dc14447b9b12cb31c13cc","1","7","245655","","false","0","FR6V81507432","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:7ABCMEggpsg7mf93yd0nl9","Paradise of Power","spotify:artist:3zuLeaftptR1PZJLNhnIfp","Frankus Ballermann","spotify:album:6rWpr05Bt31cVBnAE5qqMU","Bad Safari","spotify:artist:3zuLeaftptR1PZJLNhnIfp","Frankus Ballermann","2023-01-05","https://i.scdn.co/image/ab67616d0000b273e8bed959a3563116f43b2cba","1","31","105560","","false","0","GBLPF6737048","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6QCTXEUSETn3CgZ304RAOZ","It's Christmas Time","spotify:artist:2QrdUUBPUaXYejNXrifrko","Logan Pettipas","spotify:album:0cPySl6UjlnPVdbVEzhJcW","It's Christmas Time","spotify:artist:2QrdUUBPUaXYejNXrifrko","Logan Pettipas","2022-11-26","https://i.scdn.co/image/ab67616d0000b2738e5da8938edbb63c72cd0c59","1","1","166000","","false","0","QZTB32273744","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2towtWdWKyDGdqnPDkYYNl","Afterlife","spotify:artist:1ErzdgsL12unJZsJkqq85H","Adot","spotify:album:6mpsy8dNTnBkFDs21fXbsY","Misfortune","spotify:artist:1ErzdgsL12unJZsJkqq85H","Adot","2020-12-20","https://i.scdn.co/image/ab67616d0000b27360f84333fe1616a4fe2e176a","1","7","161488","","true","0","QZNN22006235","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2XJ0H8gp5KImdds9Ke67Sm","Alone in the Loneliness","spotify:artist:0GH4vb2jkC3AVxMChCp1W7","Endah N Rhesa","spotify:album:3vWdWk2q9z2w91RBwLee7e","Escape","spotify:artist:0GH4vb2jkC3AVxMChCp1W7","Endah N Rhesa","2013-12-14","https://i.scdn.co/image/ab67616d0000b2731c98c3237292f00c1e9c29f0","1","8","199493","https://p.scdn.co/mp3-preview/5e0f006b07c3304a7585ea6bd448d74f3bcd2f3a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","TCABO1345805","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2rVdPIFl3w3R2dWkcsHEGx","birthday - AS/OF,202308070936","spotify:artist:1LifbiuQic4zDovjliDrOL","橋川 聖","spotify:album:4jwEGCKg2V562JNh1zLdiI","birthday (AS/OF, 202308070936)","spotify:artist:1LifbiuQic4zDovjliDrOL","橋川 聖","2023-11-01","https://i.scdn.co/image/ab67616d0000b273b9797975076e18fcc4caa4b8","1","1","317333","https://p.scdn.co/mp3-preview/65eac10838b3eccc0129a9260e3f24c5bc562ec5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","TCJPX2392347","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6ccc1DsjJI3VtSV4sdXxPE","Lesson Learned","spotify:artist:5FCR7EKSw1fJgWUBd1Y6Ez","The Division","spotify:album:4TuvwJKiVds2ItsEiKLUq2","5:55","spotify:artist:5FCR7EKSw1fJgWUBd1Y6Ez","The Division","2020-10-28","https://i.scdn.co/image/ab67616d0000b2736b46b602acc013467cec3fe4","1","7","306303","https://p.scdn.co/mp3-preview/56c6868ca2fcc2994bd9a0449cc79590513f41f9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZRP52393727","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1PdvLxnhcSpzMZ7Ow1hg9X","The White Sky","spotify:artist:3JULcTqhONGX7BhS3wWS9w","Alex Khaskin","spotify:album:0rih9UGRmXugAbdBO0ssFE","Reflections: Music for Meditation & Inspiration","spotify:artist:3JULcTqhONGX7BhS3wWS9w","Alex Khaskin","2016-08-17","https://i.scdn.co/image/ab67616d0000b2734a6ab8e1819a040e41369a3c","1","2","259120","https://p.scdn.co/mp3-preview/60ba8fede69c792acbed27a076989d5c358179e1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","US3DF1625326","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3779ph703CHkIhkpy0X5Vg","Heartbreak","spotify:artist:7cJELMa8NR0Hg7NnsSbqYk","THE SXUNXS","spotify:album:3VSg9aodiTNFXodQJfbUw5","Killer Instinx","spotify:artist:7cJELMa8NR0Hg7NnsSbqYk","THE SXUNXS","2019-02-25","https://i.scdn.co/image/ab67616d0000b273c17d7abdc01e9ba3386b08e7","1","11","112480","https://p.scdn.co/mp3-preview/87d9cf765692e14f407c3ceb798b201e686557a4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","TCAEC1974217","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:70lZCjfdFfh9VEPkx2Mrow","Señor Sanchez","spotify:artist:1PPQRCNTjov757Vw3qLqIB","Nio Sebez","spotify:album:78MtvvrDigk84KBQxpwQuY","Señor Sanchez","spotify:artist:1PPQRCNTjov757Vw3qLqIB","Nio Sebez","2023-12-08","https://i.scdn.co/image/ab67616d0000b2736e43401e12b1672286ed4343","1","1","331672","https://p.scdn.co/mp3-preview/5e9932dffd8051a3c7f26a8855c03efe3639044e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZW9L2374418","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6DZRWkxHNl6xZRJa8VipXt","Pathos the Nazi","spotify:artist:1EievWF0XK51f8QC4SebfB","Marcello Di Lorenzo","spotify:album:1xGOCucvLr6UlzIHbbzkhE","Pathos the Nazi","spotify:artist:1EievWF0XK51f8QC4SebfB","Marcello Di Lorenzo","2023-06-02","https://i.scdn.co/image/ab67616d0000b273d184f00d8acee1c187b38e4f","1","1","89683","https://p.scdn.co/mp3-preview/67ce689836b4789bc0c2f184db0c76c0ced27266?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USHM82301608","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:7qqtanmuFMi0pLHpigsXYq","Часть 166 - Тошнота","spotify:artist:0zytuzGaYUtKl1JL1XnK66","Жан-Поль Сартр","spotify:album:2tsk3O5suXTbGI8qIZz7Gt","Тошнота","spotify:artist:0zytuzGaYUtKl1JL1XnK66","Жан-Поль Сартр","2022","https://i.scdn.co/image/ab67616d0000b2731fbe42539a62a4b82f7c148a","1","166","191600","","false","0","DEWI12462746","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4zZ7hQ38VYXvfp4wKKutQf","Magnificent Moods for Soothing Classics","spotify:artist:0wxarRk4uJkclp5hJe6jFc","Jazz Chillax","spotify:album:0fnrVKxqzsYKgk0cRibJ6p","Feelings for Moonlight Moments","spotify:artist:0wxarRk4uJkclp5hJe6jFc","Jazz Chillax","2022-10-12","https://i.scdn.co/image/ab67616d0000b273b05e33865d408d2029b0bc05","1","17","120093","","false","0","AUC1F7312216","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6J62hBGErGItqN3h3aBWob","Easy Listening Piano Music Soundtrack for Balancing Processes","spotify:artist:1uSBcFKXFAj8y8rnl0xdlx","Jazz for Work","spotify:album:3QNjjcufbFx6dsUAwl0evL","Music for Study Horizons (Latin Piano Jazz)","spotify:artist:1uSBcFKXFAj8y8rnl0xdlx","Jazz for Work","2024-03-14","https://i.scdn.co/image/ab67616d0000b273e60a746f5155fbe2ec95accf","1","14","105697","","false","0","AUC1F8527893","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2NxchIUnelUC308F4eXoqg","Mejor Experiencia Spa","spotify:artist:5vLZhC8c5UDXs8TCXvgMBf","Masajes Spa","spotify:album:5fBxodI5Q0LrYo7xe56uYN","Música Mejor Experiencia Spa - Mejor Música Relajante Spa con Sonidos New Age","spotify:artist:5vLZhC8c5UDXs8TCXvgMBf","Masajes Spa","2024-03-22","https://i.scdn.co/image/ab67616d0000b2738901be220f397774b01cca64","1","1","290648","https://p.scdn.co/mp3-preview/a6b7cfd194f431b6edd689505f8d35ac9936d8e0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","ITO102270150","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5M6LbXUkm58uxjQ7hvG1eW","fejezet 30 - Idővihar a kádban - Doktor Proktor Pukipora, Szalag 2","spotify:artist:5pKgT27BlQ3niQAadyJKsY, spotify:artist:0m8SLEqLqyrvZgGu1bw5WO","Jo Nesbo, Szinetár Dóra","spotify:album:2AtzH3c8W3bSF669FAcTrj","Idővihar a kádban [Doktor Proktor Pukipora, Szalag 2 (teljes)]","spotify:artist:5pKgT27BlQ3niQAadyJKsY","Jo Nesbo","2012-01-01","https://i.scdn.co/image/ab67616d0000b27318e8b710fe25c04a030273af","1","30","185559","https://p.scdn.co/mp3-preview/a2c7bc7aac0d2dd765e7300cc53fb5089676a42e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","DEXN82439506","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1Uuk7ehOriVBXJJ1q6aTEL","The Fall","spotify:artist:5K7hItGqy1usMW8STdHUM2","Jørck","spotify:album:4i9gdHtOnfjfva2C2nQfz7","Dancing on Gold","spotify:artist:5K7hItGqy1usMW8STdHUM2","Jørck","2013-09-30","https://i.scdn.co/image/ab67616d0000b273c1422c491fc209f58217946d","1","2","199626","https://p.scdn.co/mp3-preview/0369ba085a747b2ade6b8f7c0d599c1c713262cb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DKVF51300102","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4qHvenyy755h1VvLDOZTlb","Hoofdstuk 5.10 - Geheime passie","spotify:artist:4cx6ec48kpvWdgPXg4JY6w","Lizzie van den Ham","spotify:album:0Ctt4jXqHxNVhRvYSz3SIO","Geheime passie (Deel 4 van Stiekem Verliefd)","spotify:artist:4cx6ec48kpvWdgPXg4JY6w","Lizzie van den Ham","2020","https://i.scdn.co/image/ab67616d0000b273beb4ae4d6bea4c3e719a96c2","1","31","187000","","false","0","DEXQ80255873","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1HfSBESjIIXSbgqjVp7Yb1","Kapitel 49 - Kurt Tucholsky: Satiren, Glossen, Prosa und Gedichte","spotify:artist:5znXEZCMfvJyoPNmCmPGhF, spotify:artist:0MNLvPPXLsgEoIfyNZVbCz","Kurt Tucholsky, Jürgen Fritsche","spotify:album:0EWMMfHGdetunVt2zxTyqN","Kurt Tucholsky: Satiren, Glossen, Prosa und Gedichte (Das Beste aus den Jahren 1926 - 1928)","spotify:artist:5znXEZCMfvJyoPNmCmPGhF, spotify:artist:0MNLvPPXLsgEoIfyNZVbCz","Kurt Tucholsky, Jürgen Fritsche","2017-09-22","https://i.scdn.co/image/ab67616d0000b273c5e91d99102af4cdc35ca48d","1","49","124900","","false","0","DEWM51722361","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4AT2Iwfdh5qPv6YwcTjM1P","Downtown Lights","spotify:artist:6o443E5lUt6XSZMa4VqXlP","Ox King","spotify:album:2npk4GS7ztGEMVFy9NNi0b","Skip to the Past","spotify:artist:6o443E5lUt6XSZMa4VqXlP","Ox King","2019-08-01","https://i.scdn.co/image/ab67616d0000b2730503a86180098128d8efc0f7","1","3","194197","","false","0","QZFZ41972420","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1sqLWNhA8jeGlLy0Zl9B2e","Girlfriend","spotify:artist:28RFBSry4210bNNRJ6x1l7","Ray F","spotify:album:3qJxO2RefW0xs5E86hBbpT","Girlfriend","spotify:artist:28RFBSry4210bNNRJ6x1l7","Ray F","2020-07-27","https://i.scdn.co/image/ab67616d0000b2732c684726f076588db289d0b7","1","1","213216","","true","0","QZHNC2037359","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6xQUMTLfKf9v9ts7gTpEck","Futuristic Corporate Espionage","spotify:artist:7qwXPcu92lpNdoAKKf9J44","Ambience Mastery","spotify:album:7c0qErM8hL2e9t2v9gGnKa","Midnight in the the Technological Abyss","spotify:artist:7qwXPcu92lpNdoAKKf9J44","Ambience Mastery","2023-03-07","https://i.scdn.co/image/ab67616d0000b273bd956911a089186bcbe0f502","1","5","311222","https://p.scdn.co/mp3-preview/c5b3c08cd02199a3de5a109139ab2d150fc9e428?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZES72379305","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6QFa1p9zCBkGLjKVdeFCs9","You Come Calling","spotify:artist:3PEos5z4WCBlYyGGlBxzN7","Urban Craxs","spotify:album:4cufhet40H6vCVIwxOfSl5","Unobtainable","spotify:artist:3PEos5z4WCBlYyGGlBxzN7","Urban Craxs","2021-07-16","https://i.scdn.co/image/ab67616d0000b273f01b0217b23a48753a0b8d1e","1","7","124864","https://p.scdn.co/mp3-preview/5f394d9be2669340ad268fe6000ab1eb273d6031?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","SE6SA2126984","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2nIvE2dtJ45GuOMX1YbEnB","Colors","spotify:artist:6zhfDG101ujeglDA8ZyFCy","DJBOOLIN","spotify:album:1Xsx48zu2fPwtamxBw5dzv","AMBIVERT","spotify:artist:6zhfDG101ujeglDA8ZyFCy","DJBOOLIN","2022-07-30","https://i.scdn.co/image/ab67616d0000b2733de80ad70af424c897b75199","1","2","145657","https://p.scdn.co/mp3-preview/d2e9c8a30ae85abd5ce3b6e79f72feabe1d19556?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZMEQ2216317","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1sztGQVuNfa6BCcgNn5am7","Lill-Erik","spotify:artist:1UwqHhlAiZ5udOKhp89hSL","Johannes Finnlaugsson","spotify:album:53gMEVml2E5x9ryDlqSvDD","Året är 2016","spotify:artist:1UwqHhlAiZ5udOKhp89hSL","Johannes Finnlaugsson","2017-01-10","https://i.scdn.co/image/ab67616d0000b2730a4f1f5bb768e746091f41b2","1","8","213430","https://p.scdn.co/mp3-preview/186a1ced5aa0b8d6a5a62133158ff47b6291e9e1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","11","SEYOK1701984","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0ztv63Txoe0WwsCfqhovMi","Time Wasting","spotify:artist:4VsKSlgU7Y8FY0v0dQVFbZ","Moneybaggpurp","spotify:album:2aG0JX5f6NQ2vRpzR0V1NS","Time Wasting","spotify:artist:4VsKSlgU7Y8FY0v0dQVFbZ","Moneybaggpurp","2020-06-18","https://i.scdn.co/image/ab67616d0000b273d2ca0aa8701f67d5b6d9f2b7","1","1","164070","https://p.scdn.co/mp3-preview/435ba7d223cee6121935cbceb82b6b1c1b9de4a9?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","SE6I32088311","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2stbcPj2x4WBcDlmWy3jEC","Эпизод 2 - Друг детства","spotify:artist:0nObEcgO2GME5yTt3SPCJS","ННТКЗ30","spotify:album:5YgnS6Ejoj1eN4hmjerCyc","Друзья. Сезон 1","spotify:artist:0nObEcgO2GME5yTt3SPCJS","ННТКЗ30","2022-08-01","https://i.scdn.co/image/ab67616d0000b27384976f5cfbcb211335bacf0c","1","3","65084","https://p.scdn.co/mp3-preview/1ddafc975e487d0631c1400e5e4de87c9a4ff24e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","RUA1D2268981","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2n12cZJP8OHS5nHnP68ABj","echoes of the ancient past! - psy-trance diffused edit","spotify:artist:0sEtxNjASlEdP7v6S2jyYX","HAR!S","spotify:album:1Wb3pl4ud9Q3QSifBnzofS","echoes of the ancient past!","spotify:artist:0sEtxNjASlEdP7v6S2jyYX","HAR!S","2020-03-05","https://i.scdn.co/image/ab67616d0000b2736b96fa3594fd0a7a73970c83","1","2","444707","https://p.scdn.co/mp3-preview/27dd2fd908bd85a8fbf634af6069a604af72b4c3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZK6J2365715","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:46xCcg9XTgbZndJ3mmCsRv","Te Ūkaipō - Mixed","spotify:artist:5coAQMqutLgghIlj7DEeJv","Weka Tek","spotify:album:6tN5s13JC0qDBtwmNicafq","Synthesis of Psy mixed by Sharkra (DJ Mix)","spotify:artist:17IRtiKxqT3tNoaGDoeJNw","Sharkra","2023-08-11","https://i.scdn.co/image/ab67616d0000b2733b091324e8654a6a7574ab05","1","1","387454","https://p.scdn.co/mp3-preview/b76357ceaa4320fbe3c2a95ab35aa00808f045a0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZWDD2304442","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
